NA12878_sml_exome	/home/ubuntu/Repos/NextFlow_RD_Genomic_VQR_RW/data/samples/SRR1518253_1.fastq.gz	/home/ubuntu/Repos/NextFlow_RD_Genomic_VQR_RW/data/samples/SRR1518253_2.fastq.gz	2
NA19750_exm	/home/ubuntu/Repos/NextFlow_RD_Genomic_VQR_RW/data/samples/SRR071178_1.fastq.gz	/home/ubuntu/Repos/NextFlow_RD_Genomic_VQR_RW/data/samples/SRR071178_2.fastq.gz	1
